feature,feat_idx,baseline_rmse,shuffled_rmse_mean,shuffled_rmse_std,importance_rmse,baseline_pcc,shuffled_pcc_mean,shuffled_pcc_std,importance_pcc
dow_cos,3,745.427070288006,1148.7143414703992,10.070153513624811,403.28727118239317,0.9497020854365456,0.8724573573667328,0.00233296511292817,0.07724472806981275
load_lag_24h,10,745.427070288006,1081.021942315982,11.407698701935708,335.59487202797595,0.9497020854365456,0.9051596266382728,0.0021326749518334027,0.04454245879827279
hour_cos,1,745.427070288006,1021.619218520895,6.1638266561360355,276.19214823288894,0.9497020854365456,0.917237088712502,0.001452470223958533,0.03246499672404357
load_lag_1w,11,745.427070288006,968.8186994903123,4.512444330665101,223.39162920230626,0.9497020854365456,0.9232894342488807,0.0009459070232753983,0.026412651187664893
dow_sin,2,745.427070288006,944.5832056056018,10.200663349925374,199.15613531759584,0.9497020854365456,0.9157756063534732,0.0019023247134586862,0.033926479083072336
month_cos,5,745.427070288006,812.3329126742365,3.6478945747335425,66.90584238623046,0.9497020854365456,0.9439191400855547,0.0005628862949611341,0.005782945350990887
load_lag_1y,12,745.427070288006,778.3063565492697,1.1787092167409345,32.8792862612637,0.9497020854365456,0.9474590540714438,0.00022243688663247497,0.002243031365101733
hour_sin,0,745.427070288006,761.27224667282,1.0834207943986935,15.845176384813954,0.9497020854365456,0.947571637674921,0.00016655492872130574,0.002130447761624521
load_lag_12h,9,745.427070288006,759.4693180699064,0.8633680647283234,14.042247781900414,0.9497020854365456,0.9488320425850393,0.00013159579515602404,0.0008700428515062697
solar_rad_lag_10h,13,745.427070288006,757.5267399707498,3.026608343741878,12.099669682743752,0.9497020854365456,0.9492110315433591,0.0004143691971383615,0.0004910538931864883
pca_cbs_knmi_full_08,23,745.427070288006,750.9369669557162,0.8041696384719182,5.509896667710223,0.9497020854365456,0.9497297560355854,0.00013275847297397226,-2.7670599039852917e-05
pca_cbs_knmi_full_05,20,745.427070288006,748.6439199700033,0.7068534868274154,3.216849681997246,0.9497020854365456,0.9496923042688481,9.446424587105797e-05,9.781167697453519e-06
pca_cbs_knmi_full_06,21,745.427070288006,748.3081031118567,0.7582728763911388,2.88103282385066,0.9497020854365456,0.9496367667373674,0.00010951067440496682,6.53186991781407e-05
pca_cbs_knmi_full_07,22,745.427070288006,748.1066249478026,1.1783283547085535,2.679554659796622,0.9497020854365456,0.9494774287223147,0.00018070187819062468,0.0002246567142308864
ntl_a2_all_mean,32,745.427070288006,748.0591771302867,1.6533203978548017,2.6321068422806775,0.9497020854365456,0.9503049339093389,0.00024879105945871627,-0.0006028484727933492
month_sin,4,745.427070288006,748.0237498279818,0.6296676420953263,2.596679539975753,0.9497020854365456,0.9496822393143216,0.00010078446099634132,1.984612222394322e-05
pca_cbs_knmi_full_01,16,745.427070288006,747.6435706648308,0.8228361735266195,2.216500376824797,0.9497020854365456,0.9493505626392752,0.00012781703476685296,0.00035152279727035385
temp_lag_107h,15,745.427070288006,747.4149426221084,0.9175388210865457,1.9878723341023488,0.9497020854365456,0.9497016232226771,0.0001366481487920335,4.6221386840183953e-07
pca_cbs_knmi_full_14,29,745.427070288006,747.3903823363014,0.39071664556459496,1.9633120482953927,0.9497020854365456,0.9492716023589933,5.547972401393949e-05,0.0004304830775522239
pca_cbs_knmi_full_12,27,745.427070288006,746.9361211953617,0.3817935196263526,1.509050907355686,0.9497020854365456,0.950063567224048,6.222270110996685e-05,-0.00036148178750239346
pca_cbs_knmi_full_16,31,745.427070288006,746.4906934092124,1.165139909775801,1.063623121206433,0.9497020854365456,0.9504762475741929,0.00015232090370970994,-0.0007741621376473606
pca_cbs_knmi_full_13,28,745.427070288006,746.2950180089588,0.10807221285910779,0.8679477209527704,0.9497020854365456,0.9495741313262567,1.59225960992414e-05,0.00012795411028887482
quarter,8,745.427070288006,746.2316778352952,1.6023384800179143,0.8046075472891516,0.9497020854365456,0.949623847563636,0.00022031995128263742,7.823787290950346e-05
pca_cbs_knmi_full_04,19,745.427070288006,746.1780199580592,0.33777247814658906,0.7509496700531599,0.9497020854365456,0.9497072463015819,5.1935730866496396e-05,-5.160865036324402e-06
pca_cbs_knmi_full_09,24,745.427070288006,746.0828008012593,0.13960650609843026,0.6557305132532747,0.9497020854365456,0.9494594688509407,2.2008342865484437e-05,0.0002426165856048712
day_of_year,6,745.427070288006,745.8034499889143,0.5622513155766684,0.37637970090827366,0.9497020854365456,0.9495893926246822,8.061419175695728e-05,0.00011269281186332414
week_of_year,7,745.427070288006,745.6156497902626,0.5604318292226096,0.1885795022566299,0.9497020854365456,0.9496810583203386,8.156391435427372e-05,2.1027116206995267e-05
pca_cbs_knmi_full_02,17,745.427070288006,745.614258394606,0.07992639332425198,0.18718810660004692,0.9497020854365456,0.9496256443589033,1.2376651664744258e-05,7.644107764226415e-05
pca_cbs_knmi_full_15,30,745.427070288006,745.5409475556348,0.09155163165679499,0.11387726762882266,0.9497020854365456,0.9497414222317457,1.2832900690184237e-05,-3.9336795200184405e-05
pca_cbs_knmi_full_10,25,745.427070288006,744.3523539927833,0.17861060955212615,-1.0747162952227427,0.9497020854365456,0.9497992191527297,3.144203600873492e-05,-9.713371618413902e-05
pca_cbs_knmi_full_11,26,745.427070288006,743.4660348640843,0.496900272768901,-1.9610354239216576,0.9497020854365456,0.9506508070720908,7.283217659838285e-05,-0.0009487216355452688
pca_cbs_knmi_full_03,18,745.427070288006,743.1034524836911,1.2118623192748346,-2.3236178043149494,0.9497020854365456,0.9505119951656203,0.00017666774609232205,-0.0008099097290747981
humidity_lag_12h,14,745.427070288006,742.592562988785,0.6729139442580728,-2.834507299221059,0.9497020854365456,0.9500522861882926,9.34846931919908e-05,-0.0003502007517470762
