model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s
cmat_full,0,2014-01-01,60,2522.485469688855,2179.6923312232607,15.025213877011495,3.132406714258952,0.155702669691035,0.1801895232007264,0.127664650299173,1344,0.0269423079238656,631648,8,6631.579918861389
cmat_full,1,2015-01-01,60,2482.7398150298864,2151.5960053943454,14.852219698334284,2.9477129898136845,0.1535690279428932,0.1772042423732695,0.0413215324458053,1344,0.0282128414152847,631648,8,12090.721808671951
cmat_full,2,2016-01-01,60,2231.9857381742563,1990.625531151181,14.065210554993168,2.6480234255666995,0.1392021779649571,0.1560802225624536,0.1067655040890918,1344,0.036561618805589,631648,8,16811.877561092377
cmat_full,3,2017-01-01,60,2512.864320109424,2131.6429116385325,14.098988019274806,2.921953989836562,0.1483134665041642,0.1748377348453644,0.0446592589010813,1344,0.0227878105087096,631648,6,14946.583050251009
cmat_full,4,2018-01-01,60,2714.5644715758453,2215.3149944487072,14.377920827561802,2.842271816621643,0.154896522475876,0.1898044285969816,0.0635381806340939,1344,0.031791049076299,631648,6,21938.33676457405
cmat_full,5,2019-01-01,60,1966.054001650826,1745.1746826171875,12.80239582943076,2.476201672547511,0.1257651517104811,0.14168271076325975,0.11962931013367457,1344,0.02319138853892903,631648,6,1177.0673096179962
