feature,feat_idx,baseline_rmse,shuffled_rmse_mean,shuffled_rmse_std,importance_rmse,baseline_pcc,shuffled_pcc_mean,shuffled_pcc_std,importance_pcc
hour_cos,1,678.9283987621022,1113.2835413854095,10.589379219721629,434.3551426233073,0.9582498918348469,0.8955856705958707,0.0022895931715272515,0.06266422123897619
hour_sin,0,678.9283987621022,1112.669025602348,11.238844485481406,433.7406268402458,0.9582498918348469,0.8852741022565984,0.0022753805738876375,0.07297578957824846
load_lag_24h,10,678.9283987621022,1083.4669155644917,18.68763072528436,404.5385168023895,0.9582498918348469,0.9023155741974023,0.0038344030175502014,0.05593431763744461
dow_cos,3,678.9283987621022,963.720807556422,7.169516669055293,284.7924087943197,0.9582498918348469,0.914696088216855,0.0013273386899917768,0.04355380361799188
load_lag_1w,11,678.9283987621022,773.486079681554,7.888984197168814,94.55768091945174,0.9582498918348469,0.9496108926377659,0.0012270288389222338,0.008638999197080999
load_lag_12h,9,678.9283987621022,770.9258431164576,2.6664629481559903,91.99744435435537,0.9582498918348469,0.947924662116906,0.0003163539163129407,0.01032522971794092
month_cos,5,678.9283987621022,741.8422152557047,2.341484662049725,62.91381649360244,0.9582498918348469,0.9499636030593355,0.000327816857225953,0.008286288775511408
dow_sin,2,678.9283987621022,713.8555995934715,4.830160198921033,34.927200831369305,0.9582498918348469,0.953792428575302,0.0006366013644716396,0.00445746325954488
solar_rad_lag_10h,13,678.9283987621022,691.7736683989294,0.6272998574904021,12.845269636827197,0.9582498918348469,0.9571069494171047,7.98789621996837e-05,0.0011429424177421543
month_sin,4,678.9283987621022,684.6476258284745,0.6274415755592382,5.719227066372241,0.9582498918348469,0.9575266240993917,7.475070437271082e-05,0.0007232677354551686
pca_cbs_knmi_full_03,18,678.9283987621022,684.3507598726625,0.13319955729650326,5.422361110560246,0.9582498918348469,0.9575826853313435,1.658181920907019e-05,0.0006672065035033814
pca_cbs_knmi_full_16,31,678.9283987621022,683.1842651858105,0.31462549283649416,4.255866423708312,0.9582498918348469,0.9577225416378112,3.982863106308497e-05,0.0005273501970356476
pca_cbs_knmi_full_06,21,678.9283987621022,682.0640271722331,0.29529722713479706,3.1356284101308347,0.9582498918348469,0.9579067124123434,3.8819122081941855e-05,0.0003431794225035034
pca_cbs_knmi_full_08,23,678.9283987621022,680.5738829350147,0.12499149683009086,1.645484172912461,0.9582498918348469,0.9580277331591871,1.545927747722083e-05,0.0002221586756597782
