model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s,infer_time_s,n_train,n_val,n_test,elapsed_s,seed
cmat_full,0,2014-01-01,180,658.9396005612087,516.0358764413235,4.0144507653767345,0.7064324195271063,0.03996526387799639,0.0510326824516525,0.9566420688303208,4152,0.0018435755882143445,828328,50,14707.571484327316,88.44759845733643,13052,8590,4152,14962.067468643188,42
