model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s,seed,infer_time_s,n_train,n_val,n_test,elapsed_s
cmat_ntl,1,2015-02-01,180,784.8469229452027,652.9621586655126,5.177664222359092,0.8878750940569374,0.0515542913529889,0.0619671850750252,0.941546457493916,4224,0.0025290736910606,424288,24,86.26241087913513,42,0.3563153743743896,22626.0,8662.0,4224.0,91.60604071617126
cmat_ntl,2,2016-03-01,180,906.609350179507,667.9424130988843,5.372385564862181,0.8507393618890475,0.0533203392681161,0.07237258360484,0.8928706619000147,4224,0.0071938377796494,424544,32,155.7026605606079,42,0.3512637615203857,32080.0,8664.0,4224.0,157.9667730331421
cmat_ntl,3,2017-04-01,180,796.5717241850247,600.4455513231682,4.79145258860384,0.7576183480245209,0.0473745953324637,0.0628487678914248,0.8691611088636395,4224,0.0060366198278429,424672,50,309.4198453426361,42,0.358644962310791,41584.0,8664.0,4224.0,312.72245597839355
cmat_ntl,4,2018-05-01,180,748.0524197256597,523.1211601026131,4.258089437137018,0.6997653492542486,0.0423825017617002,0.0606060993415901,0.9149120640321032,4224,0.0041366487487667,424928,50,374.5683271884918,42,0.3895072937011719,51064.0,8664.0,4224.0,375.8423969745636
cmat_ntl,5,2019-06-01,180,1202.3065306215108,903.1592467336944,7.828133931380778,1.2716009219398332,0.0750317543625997,0.0998840111535085,0.8189183216006986,4224,0.0066923236637889,425056,24,211.07732462883,42,0.3657472133636474,60568.0,8687.0,4224.0,214.17148613929749
cmat_ntl,6,2020-07-01,180,1179.924592653363,857.7839465285792,7.452454152199599,1.2123994992004083,0.0703493576877181,0.0967690495363461,0.8661761597262286,4224,0.0093622891667216,424928,24,242.2565984725952,42,0.3719065189361572,70071.0,8663.0,4224.0,245.20871305465693
cmat_ntl,7,2021-08-01,180,1498.89707301747,1058.486104329427,10.019641743758646,1.41372085646302,0.0897574554226854,0.1271034042528043,0.8079172483540449,4224,0.0108546878520214,425056,29,331.39229440689087,42,0.3770725727081299,79574.0,8663.0,4224.0,332.86931705474854
cmat_ntl,8,2022-09-01,180,1534.248584834785,1259.1112398089786,8.917947845445743,1.4279110737419272,0.0917044975653964,0.1117434990367014,0.8500847535550918,4224,0.003678586687302,425056,24,305.9645495414734,42,0.3756303787231445,89077.0,8663.0,4224.0,307.9331948757172
cmat_ntl,9,2023-10-01,180,1438.0126064918718,1174.779538934881,7.907103841060022,1.5447367594003698,0.0827709685102553,0.1013174746618451,0.8995573088713218,4224,0.0051895540900124,424672,29,406.93885684013367,42,0.3777563571929931,98556.0,8687.0,4224.0,409.5603950023651
cmat_ntl,0,2014-01-01,180,763.758499892704,592.2516489895908,4.597246809713918,0.8212890138042604,0.04576195119012511,0.05901389933276047,0.9482311547686841,4224,0.0028903617049389355,423904,29,64.66842246055603,42,0.3642842769622803,13124.0,8662.0,4224.0,67.65201354026794
