model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s,infer_time_s,n_train,n_val,n_test,elapsed_s,seed
cmat_full,0,2014-01-01,60,898.5766595135335,771.6649085470715,5.875263100012833,1.063859799019857,0.05527170136454646,0.06436195326193735,0.9600687653512948,1272,0.004180189582984895,828456,26,8541.686940193176,26.909425258636475,15932,8590,1272,8734.145721435547,7
cmat_full,1,2015-02-01,60,828.1246148438668,702.6258514212362,5.332046801111498,0.9845195023647532,0.05263861117853386,0.06204060029952651,0.9475562066911147,1272,0.0025058355943420557,828840,50,23125.02723145485,26.312980890274048,25434,8590,1272,23267.548121213913,7
