model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s,seed,infer_time_s,n_train,n_val,n_test,elapsed_s
cmat_ntl,1,2015-02-01,60,983.3917222924678,808.5627003795696,6.034167920341193,1.1329582391513116,0.0605750806245657,0.0736727440375778,0.9345354373188484,1272,0.0036704844644671,164008,32,331.140997171402,42,0.3048295974731445,25434.0,8590.0,1272.0,361.1307501792908
cmat_ntl,2,2016-03-01,60,804.6241733164086,644.1583689563679,5.139023292959033,0.8094755986740297,0.0512804760057378,0.0640549166197102,0.9280953547170856,1272,0.0038741382848788,164072,28,381.7591319084168,42,0.3042023181915283,34888.0,8592.0,1272.0,385.40288496017456
cmat_ntl,3,2017-04-01,60,1182.378433776881,846.7605794270834,6.488418501240055,1.041793917093782,0.0662609517539739,0.0925238163642875,0.742591623660083,1272,0.003801454581909,164200,50,855.4469134807587,42,0.3087270259857178,44392.0,8592.0,1272.0,859.7456743717194
cmat_ntl,4,2018-05-01,60,666.0566815920929,510.34259992875394,4.298413905016533,0.6475955936949186,0.0424295484418683,0.0553755148807625,0.910706527853388,1272,0.0044621250127051,164264,26,532.6786324977875,42,0.3333544731140136,53872.0,8592.0,1272.0,534.6529242992401
cmat_ntl,5,2019-06-01,60,1134.4305370456682,876.8924568224253,7.835577616628953,1.239389582666233,0.0768814825016135,0.0994611149914753,0.8157761182671596,1272,0.0069426449021126,164328,24,576.5611841678619,42,0.3186821937561035,63376.0,8615.0,1272.0,579.3811731338501
cmat_ntl,6,2020-07-01,60,1438.599400277191,1135.418560675855,10.539902974458522,1.680394649780945,0.1017242764487515,0.1288868159823777,0.7099754266852062,1272,0.0101097271077466,164264,25,686.8171236515045,42,0.3242547512054443,72879.0,8591.0,1272.0,689.9763848781586
cmat_ntl,7,2021-08-01,60,2230.444661938081,1742.7697347005208,17.547555208586736,2.229721303787158,0.1606952137615933,0.2056621563921846,0.557097920663196,1272,0.0227269542076344,164328,24,765.9154415130615,42,0.3864228725433349,82382.0,8591.0,1272.0,771.2997257709503
cmat_ntl,8,2022-09-01,60,988.6202274173528,794.4962749361242,6.197590042749276,0.8945110176709886,0.062171599421786,0.0773623523460927,0.8720841467776345,1272,0.0049097136379376,164328,24,984.11975979805,42,0.3267674446105957,91885.0,8591.0,1272.0,986.3000359535216
cmat_ntl,9,2023-10-01,60,1264.7910512026672,1035.4127005331172,7.308010265187652,1.4726223530839868,0.0746555803114431,0.091194274371599,0.862974377914601,1272,0.0049047621364782,164328,27,1050.1425230503082,42,0.3505945205688476,101364.0,8615.0,1272.0,1057.2134354114532
cmat_ntl,0,2014-01-01,60,663.0058215462271,570.5560602152123,4.211553603475933,0.7866000498752637,0.04086696676582609,0.04748882496219339,0.9770328166148082,1272,0.0028021180781329807,163816,30,201.68918466567993,42,0.31504011154174805,15932.0,8590.0,1272.0,204.95363187789917
