model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s,infer_time_s,n_train,n_val,n_test,elapsed_s,seed
cmat_full,6,2020-07-01,180,1558.0765495767585,1198.615465932269,9.983477301717194,1.6762348995479226,0.09825346983674027,0.12771938258622717,0.8702269780025027,4152,0.013569362668647712,829352,24,14926.071395397186,89.14089679718018,69999,8591,4152,15122.131672859192,123
