feature,feat_idx,baseline_rmse,shuffled_rmse_mean,shuffled_rmse_std,importance_rmse,baseline_pcc,shuffled_pcc_mean,shuffled_pcc_std,importance_pcc
dow_sin,2,1839.3257105966688,2161.1468290212315,8.008306744335254,321.82111842456266,0.8954634596162911,0.8047901696289742,0.0028140010851449996,0.09067328998731694
month_cos,5,1839.3257105966688,1919.0345928993677,2.805430462046571,79.70888230269884,0.8954634596162911,0.8831319952239072,0.0006796578582828919,0.012331464392383973
pca_fold_06,22,1839.3257105966688,1890.9451408239336,3.3879746740442602,51.61943022726473,0.8954634596162911,0.8860626735173005,0.0008911862215061686,0.009400786098990643
dow_cos,3,1839.3257105966688,1889.9626962402385,5.454662517223338,50.63698564356969,0.8954634596162911,0.8807813304437977,0.0009898758119214618,0.014682129172493452
load_lag_1y,12,1839.3257105966688,1874.950427169801,1.2617977852342206,35.62471657313222,0.8954634596162911,0.8942026437048956,9.7741900550333e-05,0.0012608159113955963
pca_fold_04,20,1839.3257105966688,1873.4283049025441,0.9940188082802295,34.1025943058753,0.8954634596162911,0.8898082183256186,0.00021548386311151063,0.005655241290672519
month_sin,4,1839.3257105966688,1871.785346187667,1.4019535261928542,32.45963559099823,0.8954634596162911,0.8905234616031796,0.00015066326695892742,0.004939998013111513
load_lag_12h,9,1839.3257105966688,1865.9375710995605,2.351361325128827,26.61186050289166,0.8954634596162911,0.8921002148903406,0.00031250391706443004,0.0033632447259505094
load_lag_1w,11,1839.3257105966688,1865.4004786479613,9.163261124426361,26.074768051292494,0.8954634596162911,0.8678509421416416,0.0026004608856467905,0.027612517474649545
temp_lag_107h,15,1839.3257105966688,1848.0506628057828,1.01550034077645,8.724952209114008,0.8954634596162911,0.8930219300029061,0.0002217504563770059,0.002441529613385063
pca_fold_05,21,1839.3257105966688,1840.1303101158835,0.43046568868907337,0.804599519214662,0.8954634596162911,0.8952610090882601,9.629729282313983e-05,0.00020245052803102848
pca_fold_03,19,1839.3257105966688,1839.3257105966688,0.0,0.0,0.8954634596162911,0.8954634596162911,0.0,0.0
pca_fold_02,18,1839.3257105966688,1839.3257105966688,0.0,0.0,0.8954634596162911,0.8954634596162911,0.0,0.0
week_of_year,7,1839.3257105966688,1838.929627027062,0.35201469519265377,-0.3960835696068443,0.8954634596162911,0.8955397885757514,6.264544315952528e-05,-7.632895946030338e-05
day_of_year,6,1839.3257105966688,1838.5260276325491,0.42145832100963243,-0.799682964119711,0.8954634596162911,0.8956430711944179,8.922084182366404e-05,-0.00017961157812673711
ntl_a2_all_mean,16,1839.3257105966688,1837.9969377966547,0.9905411468104856,-1.3287728000141215,0.8954634596162911,0.8955708573929453,0.00021642184716678085,-0.00010739777665413897
humidity_lag_12h,14,1839.3257105966688,1837.9582120723487,0.3752823602524715,-1.3674985243201263,0.8954634596162911,0.8952813397607727,5.440496508898888e-05,0.00018211985551841448
pca_fold_01,17,1839.3257105966688,1836.95982840813,0.7770054623695284,-2.3658821885387624,0.8954634596162911,0.8951952261944456,0.00011316888245992391,0.0002682334218455651
pca_fold_07,23,1839.3257105966688,1835.3309241684008,1.8928079988246296,-3.994786428268071,0.8954634596162911,0.8952850029490149,0.0003073251289621407,0.00017845666727622778
quarter,8,1839.3257105966688,1830.0655088336975,0.37966593053976594,-9.260201762971292,0.8954634596162911,0.8968055775975714,8.777330766368374e-05,-0.0013421179812802553
load_lag_24h,10,1839.3257105966688,1829.3642503270032,6.304775950969059,-9.961460269665622,0.8954634596162911,0.8811939310170848,0.0017495634309560386,0.014269528599206383
solar_rad_lag_10h,13,1839.3257105966688,1812.8207513535901,2.5962321808070357,-26.5049592430787,0.8954634596162911,0.9025248065614571,0.0004659158346705528,-0.007061346945165914
hour_cos,1,1839.3257105966688,1804.581335740381,10.79203103359441,-34.74437485628778,0.8954634596162911,0.8976517050555757,0.0032451973988991546,-0.0021882454392845307
hour_sin,0,1839.3257105966688,1793.7156426289243,1.5377429300793115,-45.6100679677445,0.8954634596162911,0.9034310209074292,0.00030725647051977803,-0.00796756129113807
pca_fold_08,24,1839.3257105966688,1769.8490806959003,4.413364720495282,-69.47662990076856,0.8954634596162911,0.899292414018064,0.0005126200705726026,-0.0038289544017728883
