feature,feat_idx,baseline_rmse,shuffled_rmse_mean,shuffled_rmse_std,importance_rmse,baseline_pcc,shuffled_pcc_mean,shuffled_pcc_std,importance_pcc
load_lag_24h,10,997.807188517215,1440.6312510769333,9.343076777712167,442.8240625597183,0.9219285225051395,0.7945036870380133,0.004467950505799436,0.12742483546712613
hour_sin,0,997.807188517215,1314.4332929311938,11.947954216102177,316.62610441397885,0.9219285225051395,0.8932726566103317,0.00331202746624694,0.02865586589480773
dow_cos,3,997.807188517215,1199.1165918330553,8.614302191266388,201.3094033158403,0.9219285225051395,0.873493381349336,0.0029225769146171976,0.048435141155803496
month_cos,5,997.807188517215,1147.3024147118858,4.384328800079636,149.49522619467086,0.9219285225051395,0.8876379920920583,0.0012315666032636696,0.034290530413081166
hour_cos,1,997.807188517215,1114.1513004335748,3.68776593048579,116.3441119163598,0.9219285225051395,0.9005668171111404,0.0009572043548438093,0.021361705393999064
pca_fold_06,21,997.807188517215,1091.2251895983422,4.199049904560195,93.41800108112727,0.9219285225051395,0.9050760664832895,0.0007262784641329905,0.016852456021849926
solar_rad_lag_10h,13,997.807188517215,1078.1959911453246,2.1257451508350687,80.3888026281096,0.9219285225051395,0.9071539087830794,0.0006767233804085848,0.014774613722060015
month_sin,4,997.807188517215,1043.6919230110486,1.9062433104662717,45.88473449383366,0.9219285225051395,0.9139489139138004,0.0005505739710826291,0.00797960859133906
pca_fold_04,19,997.807188517215,1043.4530502679977,1.2842479364904513,45.64586175078273,0.9219285225051395,0.9140679228565072,0.00031034878090305305,0.007860599648632283
dow_sin,2,997.807188517215,1041.769467642876,7.540280356443714,43.962279125660984,0.9219285225051395,0.9155092909604392,0.0019684506729743,0.006419231544700255
temp_lag_107h,15,997.807188517215,1030.9112249103478,0.7526645835219646,33.10403639313279,0.9219285225051395,0.9157589496669681,0.0002229386426218157,0.006169572838171322
load_lag_1w,11,997.807188517215,1020.0140901205466,3.3671336621114656,22.20690160333163,0.9219285225051395,0.9278388908623907,0.0008236648184798408,-0.005910368357251228
load_lag_1y,12,997.807188517215,1012.4242911400534,1.466973710591431,14.617102622838388,0.9219285225051395,0.9204379079192895,0.00041986414618237875,0.0014906145858499809
week_of_year,7,997.807188517215,1002.5221468255907,1.224653471878619,4.714958308375685,0.9219285225051395,0.9209062708102035,0.0003720007005993023,0.0010222516949359717
pca_fold_05,20,997.807188517215,1002.458936664648,0.7025936975052846,4.651748147433068,0.9219285225051395,0.9211285364348065,0.000139679505314804,0.0007999860703329364
day_of_year,6,997.807188517215,1000.8104289379123,0.32967333667579124,3.0032404206973524,0.9219285225051395,0.9213113457601159,7.737354544476605e-05,0.0006171767450235954
humidity_lag_12h,14,997.807188517215,1000.6301551053257,0.5725070879787212,2.8229665881107167,0.9219285225051395,0.9205188989154424,0.00012518708959642286,0.0014096235896970954
pca_fold_01,16,997.807188517215,997.9671053940558,1.0611241085481524,0.159916876840839,0.9219285225051395,0.921721518413773,0.00027490623744939776,0.00020700409136642506
pca_fold_03,18,997.807188517215,997.8071885172151,1.1368683772161603e-13,1.1368683772161603e-13,0.9219285225051395,0.9219285225051393,1.1102230246251565e-16,1.1102230246251565e-16
pca_fold_02,17,997.807188517215,997.8071885172151,1.1368683772161603e-13,1.1368683772161603e-13,0.9219285225051395,0.9219285225051393,1.1102230246251565e-16,1.1102230246251565e-16
pca_fold_08,23,997.807188517215,982.5474325682459,3.1737747926814506,-15.259755948969087,0.9219285225051395,0.9234080769278028,0.0007407984293549336,-0.0014795544226633428
quarter,8,997.807188517215,982.346398232981,1.2101397855067992,-15.460790284234008,0.9219285225051395,0.9246407802375162,0.00022097431942926573,-0.0027122577323767105
pca_fold_07,22,997.807188517215,964.0009355047171,3.793060881306496,-33.806253012497905,0.9219285225051395,0.9267864062815132,0.0005584491490157805,-0.00485788377637375
load_lag_12h,9,997.807188517215,956.3531068543722,1.677666822964774,-41.45408166284278,0.9219285225051395,0.9318036700795009,0.00035993632641986937,-0.009875147574361476
