model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,42,2015-01-01,180,4320,13220,4320,3576.7,2906.34,21.34,3.9686,0.2247,0.2765,0.1974,4320,8758,208.09,0.95,25,209.9
ashtar_seq2seq,1,42,2016-02-01,180,4320,22722,4320,3387.09,2833.39,21.4,3.9117,0.223,0.2666,-0.386,4320,8758,130.24,0.9,29,132.4
ashtar_seq2seq,2,42,2017-03-01,180,4320,32176,4320,1293.87,1017.8,8.42,1.3008,0.0811,0.103,0.7648,4320,8760,190.26,0.9,31,192.9
ashtar_seq2seq,3,42,2018-04-01,180,4320,41680,4320,4416.07,3117.08,25.74,3.9536,0.246,0.3485,-0.0152,4320,8760,181.99,0.9,32,185.1
ashtar_seq2seq,4,42,2019-05-01,180,4320,51160,4320,2135.7,1742.24,14.54,2.3397,0.141,0.1729,0.2944,4320,8760,167.59,0.91,34,171.1
ashtar_seq2seq,5,42,2020-06-01,180,4320,60664,4320,2292.24,1652.46,13.83,2.322,0.1375,0.1907,0.3826,4320,8783,361.66,0.92,35,365.7
ashtar_seq2seq,6,42,2021-07-01,180,4320,70167,4320,2549.19,2105.99,17.0,2.9655,0.173,0.2094,0.3193,4320,8759,526.62,0.9,34,531.5
ashtar_seq2seq,7,42,2022-08-01,180,4320,79670,4320,1972.35,1564.96,13.86,2.1031,0.133,0.1676,0.2494,4320,8759,209.95,0.91,35,215.0
ashtar_seq2seq,8,42,2023-09-01,180,4320,89165,4320,1634.34,1269.59,9.3,1.4365,0.0927,0.1194,0.7016,4320,8759,555.58,0.91,35,561.1
ashtar_seq2seq,9,42,2024-10-01,180,4320,98644,4320,1881.0,1481.71,9.98,1.9577,0.1045,0.1327,0.6946,4320,8783,667.38,0.92,32,672.9
