model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,42,2015-01-01,60,1440,16100,1440,750.12,572.46,4.12,0.7825,0.0412,0.0539,0.9526,1440,8758,42.15,0.01,31,58.1
van_de_sande_prophet_lstm,1,42,2016-02-01,60,1440,25602,1440,1343.26,1189.48,9.07,1.6543,0.0887,0.1001,0.956,1440,8758,11.74,0.0,35,45.0
van_de_sande_prophet_lstm,2,42,2017-03-01,60,1440,35056,1440,712.28,546.78,4.36,0.6911,0.0431,0.0561,0.9288,1440,8760,18.96,0.0,36,61.3
van_de_sande_prophet_lstm,3,42,2018-04-01,60,1440,44560,1440,1148.13,833.3,6.48,1.0393,0.0653,0.09,0.7322,1440,8760,23.07,0.0,38,106.9
van_de_sande_prophet_lstm,4,42,2019-05-01,60,1440,54040,1440,1356.19,1149.38,9.89,1.4648,0.095,0.1121,0.8549,1440,8760,27.79,0.0,39,138.5
van_de_sande_prophet_lstm,5,42,2020-06-01,60,1440,63544,1440,1004.93,787.1,7.21,1.0723,0.0692,0.0883,0.7297,1440,8783,26.69,0.0,40,120.1
van_de_sande_prophet_lstm,6,42,2021-07-01,60,1440,73047,1440,746.69,575.76,5.25,0.8651,0.0514,0.0666,0.7827,1440,8759,42.01,0.0,39,206.9
van_de_sande_prophet_lstm,7,42,2022-08-01,60,1440,82550,1440,869.26,661.96,6.33,0.8437,0.0615,0.0808,0.8473,1440,8759,36.91,0.0,40,162.2
van_de_sande_prophet_lstm,8,42,2023-09-01,60,1440,92047,1440,1705.44,1353.6,10.29,1.5764,0.1063,0.1339,0.7068,1440,8759,38.44,0.0,40,223.5
van_de_sande_prophet_lstm,9,42,2024-10-01,60,1440,101524,1440,1126.92,871.77,5.94,1.2566,0.0634,0.0819,0.9352,1440,8783,42.66,0.0,40,252.9
van_de_sande_prophet_lstm,10,42,2025-11-01,60,1440,111042,1440,1057.51,880.94,5.75,1.1337,0.0593,0.0712,0.9551,1440,8760,104.24,0.0,38,366.7
