model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,7,2015-01-01,120,2880,14660,2880,3018.71,2721.4,21.15,3.8182,0.2047,0.227,0.3859,2880,8758,38.28,0.01,31,56.5
van_de_sande_prophet_lstm,1,7,2016-02-01,120,2880,24162,2880,1470.77,1246.26,10.14,1.7167,0.0978,0.1154,0.9151,2880,8758,13.06,0.01,35,45.6
van_de_sande_prophet_lstm,2,7,2017-03-01,120,2880,33616,2880,750.6,535.61,4.21,0.6567,0.0422,0.0591,0.9072,2880,8760,14.89,0.01,36,57.6
van_de_sande_prophet_lstm,3,7,2018-04-01,120,2880,43120,2880,950.85,639.36,4.94,0.7814,0.0503,0.0748,0.8147,2880,8760,21.77,0.01,38,90.8
van_de_sande_prophet_lstm,4,7,2019-05-01,120,2880,52600,2880,1387.77,1221.53,10.35,1.6357,0.1005,0.1141,0.8701,2880,8760,23.6,0.01,39,98.0
van_de_sande_prophet_lstm,5,7,2020-06-01,120,2880,62104,2880,1140.39,827.81,7.29,1.1155,0.0712,0.0981,0.7162,2880,8783,27.35,0.01,40,122.2
van_de_sande_prophet_lstm,6,7,2021-07-01,120,2880,71607,2880,1174.78,973.37,8.11,1.3617,0.0839,0.1013,0.7858,2880,8759,36.11,0.01,39,133.7
van_de_sande_prophet_lstm,7,7,2022-08-01,120,2880,81110,2880,961.59,730.65,6.87,0.932,0.0654,0.0861,0.8396,2880,8759,35.71,0.01,40,187.8
van_de_sande_prophet_lstm,8,7,2023-09-01,120,2880,90607,2880,1149.48,891.16,6.68,0.9486,0.0666,0.0859,0.8652,2880,8759,47.9,0.01,40,265.9
van_de_sande_prophet_lstm,9,7,2024-10-01,120,2880,100084,2880,1771.66,1538.86,10.37,2.0752,0.1077,0.124,0.9163,2880,8783,41.72,0.01,37,296.6
