model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,42,2015-01-01,120,2880,14660,2880,2152.12,1879.97,14.05,2.6376,0.1414,0.1618,0.5147,2880,8758,38.39,0.01,31,52.7
van_de_sande_prophet_lstm,1,42,2016-02-01,120,2880,24162,2880,2071.8,1850.01,14.67,2.5484,0.1451,0.1625,0.9121,2880,8758,14.54,0.01,35,47.8
van_de_sande_prophet_lstm,2,42,2017-03-01,120,2880,33616,2880,795.9,598.03,4.76,0.7332,0.0471,0.0627,0.9087,2880,8760,14.88,0.01,36,57.8
van_de_sande_prophet_lstm,3,42,2018-04-01,120,2880,43120,2880,1052.0,724.37,5.52,0.8853,0.057,0.0827,0.811,2880,8760,17.95,0.01,38,87.2
van_de_sande_prophet_lstm,4,42,2019-05-01,120,2880,52600,2880,1258.7,1089.73,9.15,1.4592,0.0896,0.1035,0.8881,2880,8760,24.97,0.01,39,100.4
van_de_sande_prophet_lstm,5,42,2020-06-01,120,2880,62104,2880,1543.98,1084.41,9.52,1.4613,0.0933,0.1328,0.5333,2880,8783,25.42,0.01,40,121.1
van_de_sande_prophet_lstm,6,42,2021-07-01,120,2880,71607,2880,1024.01,858.73,7.42,1.2013,0.074,0.0883,0.7365,2880,8759,33.89,0.0,39,131.9
van_de_sande_prophet_lstm,7,42,2022-08-01,120,2880,81110,2880,972.54,735.14,7.03,0.9377,0.0658,0.087,0.834,2880,8759,35.64,0.0,40,189.0
van_de_sande_prophet_lstm,8,42,2023-09-01,120,2880,90607,2880,2055.7,1694.33,12.22,1.8036,0.1267,0.1537,0.743,2880,8759,37.08,0.01,40,255.7
van_de_sande_prophet_lstm,9,42,2024-10-01,120,2880,100084,2880,949.29,764.29,5.23,1.0307,0.0535,0.0664,0.9427,2880,8783,67.92,0.01,37,324.6
