model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,123,2015-01-01,120,2880,14660,2880,3345.41,3007.82,23.09,4.22,0.2262,0.2516,0.2514,2880,8758,38.82,0.01,31,53.5
van_de_sande_prophet_lstm,1,123,2016-02-01,120,2880,24162,2880,840.96,683.3,5.48,0.9412,0.0536,0.066,0.9273,2880,8758,10.33,0.01,35,43.1
van_de_sande_prophet_lstm,2,123,2017-03-01,120,2880,33616,2880,815.72,568.1,4.39,0.6965,0.0448,0.0643,0.9031,2880,8760,17.23,0.01,36,60.2
van_de_sande_prophet_lstm,3,123,2018-04-01,120,2880,43120,2880,954.75,639.48,4.94,0.7815,0.0503,0.0751,0.8089,2880,8760,18.35,0.01,38,88.7
van_de_sande_prophet_lstm,4,123,2019-05-01,120,2880,52600,2880,1048.84,861.22,7.25,1.1532,0.0708,0.0862,0.8783,2880,8760,22.3,0.01,39,97.3
van_de_sande_prophet_lstm,5,123,2020-06-01,120,2880,62104,2880,1927.3,1439.34,12.37,1.9396,0.1238,0.1658,0.355,2880,8783,26.12,0.01,40,121.9
van_de_sande_prophet_lstm,6,123,2021-07-01,120,2880,71607,2880,1150.52,988.65,8.39,1.383,0.0852,0.0992,0.7463,2880,8759,34.85,0.01,39,132.6
van_de_sande_prophet_lstm,7,123,2022-08-01,120,2880,81110,2880,1021.03,779.74,7.14,0.9946,0.0698,0.0914,0.8253,2880,8759,36.7,0.01,40,188.8
van_de_sande_prophet_lstm,8,123,2023-09-01,120,2880,90607,2880,1784.7,1450.13,10.39,1.5436,0.1084,0.1334,0.8104,2880,8759,38.3,0.0,40,256.7
van_de_sande_prophet_lstm,9,123,2024-10-01,120,2880,100084,2880,1572.74,1319.76,8.89,1.7797,0.0924,0.1101,0.9133,2880,8783,42.64,0.01,37,300.6
