model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,7,2015-01-01,180,4320,13220,4320,2684.53,2512.91,19.53,3.4314,0.1943,0.2075,0.7174,4320,8758,41.53,0.01,30,51.2
van_de_sande_prophet_lstm,1,7,2016-02-01,180,4320,22722,4320,1490.65,1222.7,10.02,1.688,0.0962,0.1173,0.8687,4320,8758,12.18,0.01,34,40.3
van_de_sande_prophet_lstm,2,7,2017-03-01,180,4320,32176,4320,952.5,776.07,6.3,0.9918,0.0618,0.0759,0.9152,4320,8760,15.15,0.01,36,49.5
van_de_sande_prophet_lstm,3,7,2018-04-01,180,4320,41680,4320,879.75,609.72,4.76,0.7733,0.0481,0.0694,0.8386,4320,8760,22.33,0.01,37,94.9
van_de_sande_prophet_lstm,4,7,2019-05-01,180,4320,51160,4320,828.18,640.23,5.37,0.8598,0.0518,0.067,0.8829,4320,8760,27.33,0.01,39,145.6
van_de_sande_prophet_lstm,5,7,2020-06-01,180,4320,60664,4320,996.07,726.63,6.19,1.0211,0.0604,0.0829,0.8262,4320,8783,30.27,0.01,40,168.0
van_de_sande_prophet_lstm,6,7,2021-07-01,180,4320,70167,4320,1632.79,1363.59,10.71,1.9201,0.112,0.1341,0.7696,4320,8759,37.3,0.01,39,218.1
van_de_sande_prophet_lstm,7,7,2022-08-01,180,4320,79670,4320,1626.93,1415.8,11.67,1.9026,0.1203,0.1383,0.8917,4320,8759,32.68,0.01,40,208.1
van_de_sande_prophet_lstm,8,7,2023-09-01,180,4320,89165,4320,1774.21,1453.58,10.2,1.6447,0.1062,0.1296,0.82,4320,8759,36.45,0.01,40,297.6
van_de_sande_prophet_lstm,9,7,2024-10-01,180,4320,98644,4320,1039.95,854.66,5.95,1.1292,0.0603,0.0734,0.9386,4320,8783,55.44,0.01,37,254.8
