model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,42,2015-01-01,180,4320,13220,4320,1251.98,987.95,8.33,1.349,0.0764,0.0968,0.8763,4320,8758,41.92,0.01,30,51.5
van_de_sande_prophet_lstm,1,42,2016-02-01,180,4320,22722,4320,1204.01,939.24,7.54,1.2967,0.0739,0.0948,0.9191,4320,8758,16.38,0.01,34,44.2
van_de_sande_prophet_lstm,2,42,2017-03-01,180,4320,32176,4320,1111.67,934.09,7.55,1.1938,0.0744,0.0885,0.9082,4320,8760,13.32,0.01,36,47.6
van_de_sande_prophet_lstm,3,42,2018-04-01,180,4320,41680,4320,905.02,638.24,4.96,0.8095,0.0504,0.0714,0.8396,4320,8760,17.38,0.01,37,89.4
van_de_sande_prophet_lstm,4,42,2019-05-01,180,4320,51160,4320,1027.9,828.64,6.97,1.1128,0.0671,0.0832,0.8833,4320,8760,21.25,0.01,39,139.0
van_de_sande_prophet_lstm,5,42,2020-06-01,180,4320,60664,4320,1006.54,719.2,6.04,1.0106,0.0598,0.0837,0.8123,4320,8783,24.99,0.01,40,160.6
van_de_sande_prophet_lstm,6,42,2021-07-01,180,4320,70167,4320,1256.27,1097.89,8.96,1.5459,0.0902,0.1032,0.8433,4320,8759,52.02,0.01,39,231.6
van_de_sande_prophet_lstm,7,42,2022-08-01,180,4320,79670,4320,1699.02,1384.46,11.27,1.8605,0.1176,0.1444,0.805,4320,8759,34.98,0.01,40,208.3
van_de_sande_prophet_lstm,8,42,2023-09-01,180,4320,89165,4320,1937.6,1620.11,11.36,1.8331,0.1184,0.1415,0.8157,4320,8759,39.4,0.01,40,297.5
van_de_sande_prophet_lstm,9,42,2024-10-01,180,4320,98644,4320,1139.33,925.93,6.35,1.2234,0.0653,0.0804,0.9326,4320,8783,49.37,0.01,37,248.1
