model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,123,2015-01-01,60,1440,16100,1440,1021.86,840.53,6.09,1.1489,0.0604,0.0735,0.9552,1440,8758,39.79,0.01,31,57.5
van_de_sande_prophet_lstm,1,123,2016-02-01,60,1440,25602,1440,1131.8,940.34,7.2,1.3078,0.0701,0.0844,0.952,1440,8758,13.02,0.0,35,46.2
van_de_sande_prophet_lstm,2,123,2017-03-01,60,1440,35056,1440,703.89,533.15,4.12,0.6739,0.042,0.0555,0.9352,1440,8760,15.41,0.0,36,57.5
van_de_sande_prophet_lstm,3,123,2018-04-01,60,1440,44560,1440,1161.63,808.27,6.19,1.008,0.0634,0.0911,0.7351,1440,8760,19.73,0.0,38,103.0
van_de_sande_prophet_lstm,4,123,2019-05-01,60,1440,54040,1440,1250.6,1048.33,9.07,1.336,0.0866,0.1034,0.8597,1440,8760,24.05,0.0,39,135.7
van_de_sande_prophet_lstm,5,123,2020-06-01,60,1440,63544,1440,1086.61,791.06,7.18,1.0777,0.0695,0.0955,0.7487,1440,8783,26.1,0.0,40,119.7
van_de_sande_prophet_lstm,6,123,2021-07-01,60,1440,73047,1440,863.92,720.47,6.4,1.0826,0.0643,0.0771,0.7423,1440,8759,30.31,0.0,39,194.5
van_de_sande_prophet_lstm,7,123,2022-08-01,60,1440,82550,1440,1302.9,1106.16,10.28,1.4099,0.1028,0.121,0.7769,1440,8759,33.55,0.0,40,163.2
van_de_sande_prophet_lstm,8,123,2023-09-01,60,1440,92047,1440,937.36,724.97,5.98,0.8443,0.0569,0.0736,0.8504,1440,8759,37.51,0.0,40,222.4
van_de_sande_prophet_lstm,9,123,2024-10-01,60,1440,101524,1440,1142.77,902.07,6.2,1.3003,0.0656,0.0831,0.9324,1440,8783,41.47,0.0,40,251.8
van_de_sande_prophet_lstm,10,123,2025-11-01,60,1440,111042,1440,1220.36,1050.48,6.93,1.3519,0.0708,0.0822,0.9513,1440,8760,65.67,0.0,38,326.9
