model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,42,2015-01-01,120,2880,14660,2880,6177.56,5199.95,42.62,7.2956,0.3911,0.4646,-0.0359,2880,8758,149.02,0.75,26,150.7
ashtar_seq2seq,1,42,2016-02-01,120,2880,24162,2880,3598.58,2967.14,24.74,4.0872,0.2328,0.2823,-0.0705,2880,8758,131.31,0.63,30,133.5
ashtar_seq2seq,2,42,2017-03-01,120,2880,33616,2880,4197.15,3103.58,25.46,3.8051,0.2445,0.3307,-0.058,2880,8760,264.88,0.62,31,269.2
ashtar_seq2seq,3,42,2018-04-01,120,2880,43120,2880,1953.18,1539.41,12.24,1.8813,0.121,0.1536,0.1864,2880,8760,263.45,0.63,33,266.3
ashtar_seq2seq,4,42,2019-05-01,120,2880,52600,2880,2904.56,2460.28,21.31,3.2944,0.2023,0.2389,0.3609,2880,8760,284.49,0.63,34,291.2
ashtar_seq2seq,5,42,2020-06-01,120,2880,62104,2880,1364.7,1029.53,9.36,1.3874,0.0886,0.1174,0.4426,2880,8783,303.04,0.62,35,309.7
ashtar_seq2seq,6,42,2021-07-01,120,2880,71607,2880,1757.51,1230.27,11.34,1.7211,0.1061,0.1515,0.2508,2880,8759,416.98,0.62,34,421.8
ashtar_seq2seq,7,42,2022-08-01,120,2880,81110,2880,2378.68,1864.01,17.92,2.3776,0.1668,0.2129,0.3807,2880,8759,314.22,0.63,35,319.5
ashtar_seq2seq,8,42,2023-09-01,120,2880,90607,2880,2167.61,1754.64,12.38,1.8678,0.1312,0.1621,0.6632,2880,8759,548.98,0.62,35,556.4
ashtar_seq2seq,9,42,2024-10-01,120,2880,100084,2880,2117.91,1733.0,11.67,2.337,0.1213,0.1482,0.6753,2880,8783,579.86,0.63,32,585.6
