model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s
cmat_ntl,1,2015-01-01,105,2168.5350038877773,1876.8418081554248,14.464567833694822,2.6171980695741466,0.139890710141107,0.1616321100380068,0.1165184839806446,2424,0.0287846760047647,2427232,9,72.22349381446838
cmat_ntl,7,2021-01-01,90,2360.38070181237,1985.1069655462315,17.816256570054755,2.675795487850231,0.159507293274736,0.1896612844438909,0.0382222641282706,2063,0.0348361507469021,2427232,8,107.9989230632782
cmat_ntl,0,2014-01-01,120,2149.7677230806926,1865.642917676904,14.395104587047012,2.684347511804293,0.1400717809490426,0.1614037663614843,0.2150128097362297,2784,0.032150324762744,2427232,6,34.29753017425537
cmat_ntl,1,2015-01-01,120,2991.132692242742,2479.971429232893,21.2151108130786,3.423656426298747,0.1873479688224213,0.2259633428693798,0.1648723275751534,2784,0.0439682110377094,2427232,8,43.45921874046326
cmat_ntl,2,2016-01-01,105,2263.2936206364507,1924.4463148463285,15.133850497589776,2.5361804323132,0.1409784354805602,0.1658012443417723,0.0289889784877045,2424,0.0301079680109122,2427232,6,63.97983336448669
cmat_ntl,2,2016-01-01,120,2429.3708548613617,2034.6055599519573,16.72452358207298,2.6368458707736373,0.1514077148401999,0.1807846674923207,0.1781483301312161,2784,0.0334572100169573,2427232,7,49.29365587234497
cmat_ntl,8,2022-01-01,90,2217.771384196743,1877.3392070672264,17.12646508742194,2.398375025314852,0.1549043553517805,0.1829943386327628,0.0703990891967562,2063,0.0444095845416407,2427232,7,104.31629347801208
cmat_ntl,9,2023-01-01,75,3003.330599462947,2449.922703851848,16.034150613920534,3.16505465316922,0.1725179554656539,0.2114876741997476,0.0824699210854963,1752,0.0251622401674135,1637424,21,242.46723580360413
cmat_ntl,3,2017-01-01,105,2134.106719494915,1842.0891778020573,13.011935409102035,2.45727382243262,0.1325848155633572,0.1536028489860435,0.2059401926662428,2424,0.0291874373668454,2427232,6,79.31529831886292
cmat_ntl,10,2024-01-01,75,2204.623208290724,1865.120111613513,12.554342779205108,2.3231691895415505,0.1275200744680602,0.1507322311012123,0.0915664676472133,1752,0.0205079280111911,1637424,6,75.6745994091034
cmat_ntl,3,2017-01-01,120,2088.194870944014,1778.5884760714123,13.66167407143208,2.289275170256609,0.1287633250612212,0.151177699943527,0.0428364419033609,2784,0.0373776993228067,2427232,10,87.05372905731201
cmat_ntl,9,2023-01-01,90,2153.254893591903,1793.3056962360708,12.476903453007196,2.368233519123286,0.1285623852666031,0.154367203421139,0.135915738571668,2064,0.021716966143097,2427232,8,131.53973698616028
cmat_ntl,4,2018-01-01,105,2063.0453367227087,1771.1281528787645,13.114670152969236,2.2571431021547195,0.1286009998280789,0.1497970051246522,0.03131613585311,2424,0.0330799198073654,2427232,7,111.3363995552063
cmat_ntl,0,2014-01-01,135,2244.925561843233,1903.3797555800104,14.12726153100976,2.6325464679895543,0.1445122544458064,0.1704437871916554,0.215414258082824,3216,0.0388000331744005,1637400,7,31.83547353744507
cmat_ntl,4,2018-01-01,120,2018.548813885929,1719.1276627463856,13.10100983824758,2.214653770162409,0.1266910114858982,0.1487568355198966,0.2609224686164177,2784,0.0307457657900693,2427232,7,73.1288948059082
