model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s,seed,infer_time_s,n_train,n_val,n_test,elapsed_s
cmat_ntl,0,2014-01-01,120,3480.0641761167985,2862.040604762975,20.3631664305939,4.038561659109707,0.2154594811175497,0.2619853891639653,0.922164238798018,2712,0.0044165386844219,424104,24,66.62414526939392,42,,,,,
cmat_ntl,1,2015-02-01,120,704.5454992259995,561.9132553626752,4.43137193002071,0.7563953910470145,0.04429214776412696,0.05553496569168388,0.9420153454296685,2784,0.002332818011654029,622688,35,333.7085361480713,42,0.42079949378967285,24066.0,8662.0,2784.0,368.60013365745544
cmat_ntl,2,2016-03-01,120,907.7126652431675,690.9365209820627,5.527963121878987,0.841716266488741,0.0546059842492741,0.0717382016956979,0.9022440984176998,2784,0.007929662829172639,622816,29,365.92560338974,42,0.4186859130859375,33520.0,8664.0,2784.0,368.4010434150696
cmat_ntl,3,2017-04-01,120,982.6882192063155,678.9149485620959,5.209866732689828,0.8223471973791804,0.05334527198428478,0.07721404638436634,0.8471831111931162,2784,0.005843748889291725,623072,50,794.5456056594849,42,0.4209740161895752,43024.0,8664.0,2784.0,796.8627233505249
cmat_ntl,4,2018-05-01,120,1009.9443647088569,747.2742909398572,6.091464035769852,0.9946246087464862,0.0615544616024245,0.08319111519261363,0.8893235723174884,2784,0.00565382579772826,623200,24,463.744882106781,42,0.5808539390563965,52504.0,8664.0,2784.0,466.8562033176422
cmat_ntl,5,2019-06-01,120,1331.6894963008408,1004.8658187690822,8.731304290353588,1.3560974399648278,0.08638648015801041,0.1144829151316367,0.765816639843059,2784,0.00740837917649461,623328,26,586.4383020401001,42,0.43174123764038086,62008.0,8687.0,2784.0,591.9075226783752
cmat_ntl,6,2020-07-01,120,1476.0168422304569,1025.8614991286706,9.304741939939108,1.4429593691889882,0.08837120371572865,0.1271491182419683,0.702711929661,2784,0.01059029438514417,623200,24,619.3080108165741,42,0.43134117126464844,71511.0,8663.0,2784.0,624.6518814563751
cmat_ntl,7,2021-08-01,120,2262.564998782053,1808.2911096331718,17.295866884581837,2.2821013599259827,0.16158726111091323,0.20218076574671337,0.7047802960840326,2784,0.014148035178620821,623328,24,698.9641392230988,42,0.43375396728515625,81014.0,8663.0,2784.0,701.2676725387573
cmat_ntl,8,2022-09-01,120,966.2223759183378,764.3498450969828,5.701560156241815,0.8146444850357315,0.056926746801990384,0.07196167684359477,0.9032814065636,2784,0.005627574155973167,623328,24,780.5622825622559,42,0.43660759925842285,90517.0,8663.0,2784.0,782.5514423847198
cmat_ntl,9,2023-10-01,120,1423.9628159218778,1064.818268874596,7.051441738383295,1.4263348897633734,0.07437031229464548,0.09945411570370491,0.8579818794268317,2784,0.004871841423343593,622944,24,860.4255368709564,42,0.4443345069885254,99996.0,8687.0,2784.0,862.5067508220673
