feature,feat_idx,baseline_rmse,shuffled_rmse_mean,shuffled_rmse_std,importance_rmse,baseline_pcc,shuffled_pcc_mean,shuffled_pcc_std,importance_pcc
dow_sin,2,1100.4072645531974,1293.3949756570491,8.073544337620444,192.98771110385178,0.893443331699183,0.8474618842054543,0.0017172012996279043,0.04598144749372868
load_lag_1w,11,1100.4072645531974,1284.0491261464392,8.376062605809665,183.64186159324186,0.893443331699183,0.856241832087246,0.0024644487894652884,0.03720149961193697
hour_cos,1,1100.4072645531974,1248.9773848469715,7.874335612201905,148.57012029377415,0.893443331699183,0.8711183453003473,0.0016468034352744073,0.022324986398835733
dow_cos,3,1100.4072645531974,1182.8969051738363,5.199568402411562,82.48964062063897,0.893443331699183,0.8763854499310224,0.00112845501632938,0.017057881768160588
load_lag_24h,10,1100.4072645531974,1171.3469816548861,6.869366678410486,70.93971710168876,0.893443331699183,0.8769746324915229,0.001546220316030026,0.016468699207660142
month_cos,5,1100.4072645531974,1140.0679445228293,3.0365694654650364,39.66067996963193,0.893443331699183,0.8850019447968546,0.00062935402417587,0.00844138690232843
pca_cbs_knmi_full_14,29,1100.4072645531974,1113.3373239388252,2.4207932839101103,12.930059385627828,0.893443331699183,0.890919328609151,0.00048510923319719805,0.0025240030900319788
solar_rad_lag_10h,13,1100.4072645531974,1112.8963212360006,0.636002487083454,12.489056682803266,0.893443331699183,0.891646784086167,0.0001286569710788784,0.001796547613015953
load_lag_1y,12,1100.4072645531974,1110.2460297167877,0.732282634226879,9.838765163590324,0.893443331699183,0.8929844684472451,0.00012121711792821922,0.000458863251937891
month_sin,4,1100.4072645531974,1108.8877994935647,0.9767192799889123,8.480534940367306,0.893443331699183,0.8915792453569787,0.00018853785501081428,0.001864086342204252
pca_cbs_knmi_full_16,31,1100.4072645531974,1106.4871765685434,0.45904103648237304,6.0799120153460535,0.893443331699183,0.8921769658206742,8.188620891759043e-05,0.0012663658785088128
temp_lag_107h,15,1100.4072645531974,1105.7639448520645,0.6227114631737097,5.356680298867104,0.893443331699183,0.8917611594029285,0.00013625015037219208,0.0016821722962544472
pca_cbs_knmi_full_12,27,1100.4072645531974,1104.1651937284141,0.09963623045702341,3.757929175216759,0.893443331699183,0.892724405705092,2.0241473429958497e-05,0.0007189259940909576
pca_cbs_knmi_full_11,26,1100.4072645531974,1103.9806470542724,0.27763085982635793,3.5733825010750024,0.893443331699183,0.892567372097392,4.920080112784883e-05,0.0008759596017909876
pca_cbs_knmi_full_13,28,1100.4072645531974,1102.9627044581669,0.34183131637762204,2.5554399049694894,0.893443331699183,0.8929475255170735,7.52607408009052e-05,0.0004958061821095372
pca_cbs_knmi_full_01,16,1100.4072645531974,1102.0834053933806,0.219217823294397,1.6761408401832796,0.893443331699183,0.8930611708120118,3.8765686884714694e-05,0.00038216088717124563
pca_cbs_knmi_full_05,20,1100.4072645531974,1101.666342237208,0.5369477670985091,1.2590776840106628,0.893443331699183,0.892966477390327,0.0001020008843561865,0.00047685430885602287
pca_cbs_knmi_full_03,18,1100.4072645531974,1101.213456637231,0.29615124855518266,0.8061920840336825,0.893443331699183,0.8932655636147138,5.4203269346155354e-05,0.00017776808446923198
pca_cbs_knmi_full_10,25,1100.4072645531974,1100.502281781721,0.7984427846223491,0.09501722852360217,0.893443331699183,0.8931909943889924,0.00016203211132663077,0.0002523373101905868
pca_cbs_knmi_full_02,17,1100.4072645531974,1100.391252392545,0.0479488540062861,-0.016012160652280727,0.893443331699183,0.8934558040532593,7.146099303572429e-06,-1.2472354076309422e-05
pca_cbs_knmi_full_15,30,1100.4072645531974,1099.6098094325987,0.08835630609498618,-0.79745512059867,0.893443331699183,0.8935950767345936,1.776918999384658e-05,-0.0001517450354105998
pca_cbs_knmi_full_04,19,1100.4072645531974,1099.5029208804883,0.0698570858629726,-0.9043436727090466,0.893443331699183,0.8935094713994026,1.2870675263254721e-05,-6.613970021962512e-05
pca_cbs_knmi_full_06,21,1100.4072645531974,1099.349995704717,1.3823461713281608,-1.057268848480362,0.893443331699183,0.8932524622869685,0.0002368157374479695,0.00019086941221446718
pca_cbs_knmi_full_09,24,1100.4072645531974,1099.1920386838933,0.3767142526080906,-1.2152258693040494,0.893443331699183,0.8933946286434123,6.706672390311598e-05,4.870305577064915e-05
