model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,123,2015-01-01,60,1440,16100,1440,1388.76,1129.97,8.72,1.5445,0.0812,0.0998,0.9107,1440,8758,10.9,0.01,23,25.9
van_de_sande_prophet_lstm,1,123,2016-02-01,60,1440,25602,1440,677.19,529.86,4.05,0.7369,0.0395,0.0505,0.9468,1440,8758,12.23,0.0,24,39.9
van_de_sande_prophet_lstm,2,123,2017-03-01,60,1440,35056,1440,718.02,534.07,4.2,0.6751,0.0421,0.0566,0.9222,1440,8760,15.66,0.0,24,56.8
van_de_sande_prophet_lstm,3,123,2018-04-01,60,1440,44560,1440,1214.51,843.22,6.4,1.0516,0.0661,0.0952,0.7294,1440,8760,34.48,0.0,24,105.2
van_de_sande_prophet_lstm,4,123,2019-05-01,60,1440,54040,1440,1383.11,1122.16,9.56,1.4301,0.0927,0.1143,0.8354,1440,8760,24.0,0.0,24,117.3
van_de_sande_prophet_lstm,5,123,2020-06-01,60,1440,63544,1440,1189.86,878.95,8.03,1.1974,0.0773,0.1046,0.752,1440,8783,32.02,0.0,24,110.7
van_de_sande_prophet_lstm,6,123,2021-07-01,60,1440,73047,1440,1118.01,961.17,8.39,1.4442,0.0858,0.0998,0.7228,1440,8759,30.2,0.0,24,183.1
van_de_sande_prophet_lstm,7,123,2022-08-01,60,1440,82550,1440,1517.22,1074.52,11.37,1.3695,0.0998,0.1409,0.6344,1440,8759,61.08,0.0,24,178.0
van_de_sande_prophet_lstm,8,123,2023-09-01,60,1440,92047,1440,2181.62,1837.18,13.9,2.1395,0.1442,0.1713,0.6781,1440,8759,37.99,0.0,24,212.6
van_de_sande_prophet_lstm,9,123,2024-10-01,60,1440,101524,1440,948.6,760.29,5.35,1.0959,0.0553,0.069,0.9332,1440,8783,81.63,0.0,24,229.7
van_de_sande_prophet_lstm,10,123,2025-11-01,60,1440,111042,1440,1007.28,808.52,5.42,1.0405,0.0545,0.0678,0.9182,1440,8760,45.86,0.0,24,300.7
