model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,7,2015-01-01,60,1440,16100,1440,1906.12,1524.98,11.27,2.0845,0.1096,0.137,0.7286,1440,8758,146.95,0.33,18,147.9
ashtar_seq2seq,1,7,2016-02-01,60,1440,25602,1440,4140.45,2947.11,21.51,4.0988,0.2197,0.3087,0.1411,1440,8758,181.16,0.33,19,182.4
ashtar_seq2seq,2,7,2017-03-01,60,1440,35056,1440,1642.76,1271.86,10.65,1.6076,0.1002,0.1294,0.6821,1440,8760,341.07,0.32,19,342.5
ashtar_seq2seq,3,7,2018-04-01,60,1440,44560,1440,2288.36,1792.53,13.91,2.2356,0.1406,0.1794,0.535,1440,8760,471.08,0.32,19,472.8
ashtar_seq2seq,4,7,2019-05-01,60,1440,54040,1440,1381.61,1072.93,9.26,1.3674,0.0887,0.1142,0.5571,1440,8760,338.55,0.32,19,340.5
ashtar_seq2seq,5,7,2020-06-01,60,1440,63544,1440,1337.23,1112.23,10.09,1.5152,0.0978,0.1175,0.4244,1440,8783,392.96,0.32,19,395.2
ashtar_seq2seq,6,7,2021-07-01,60,1440,73047,1440,3020.15,2266.35,21.25,3.4054,0.2023,0.2695,-0.0077,1440,8759,352.6,0.32,19,355.0
ashtar_seq2seq,7,7,2022-08-01,60,1440,82550,1440,1623.49,1268.04,12.58,1.6162,0.1178,0.1508,0.2817,1440,8759,443.13,0.32,19,445.8
ashtar_seq2seq,8,7,2023-09-01,60,1440,92047,1440,2006.46,1560.61,11.92,1.8174,0.1225,0.1575,0.4844,1440,8759,434.02,0.32,19,437.0
ashtar_seq2seq,9,7,2024-10-01,60,1440,101524,1440,1648.29,1209.68,8.58,1.7437,0.088,0.1199,0.6202,1440,8783,344.19,0.32,19,347.4
ashtar_seq2seq,10,7,2025-11-01,60,1440,111042,1440,1575.65,1325.17,8.75,1.7054,0.0893,0.1061,0.8606,1440,8760,726.38,0.32,19,729.8
