model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,42,2015-01-01,180,4320,13220,4320,1337.55,1062.07,8.28,1.4502,0.0821,0.1034,0.8927,4320,8758,9.36,0.01,23,19.0
van_de_sande_prophet_lstm,1,42,2016-02-01,180,4320,22722,4320,746.76,579.29,4.61,0.7998,0.0456,0.0588,0.9332,4320,8758,15.73,0.01,24,36.7
van_de_sande_prophet_lstm,2,42,2017-03-01,180,4320,32176,4320,1289.94,1109.63,8.95,1.4181,0.0884,0.1027,0.9025,4320,8760,13.57,0.01,24,43.5
van_de_sande_prophet_lstm,3,42,2018-04-01,180,4320,41680,4320,1051.66,793.34,6.1,1.0062,0.0626,0.083,0.8352,4320,8760,18.72,0.01,24,91.5
van_de_sande_prophet_lstm,4,42,2019-05-01,180,4320,51160,4320,917.74,698.28,5.82,0.9377,0.0565,0.0743,0.8773,4320,8760,21.52,0.01,24,114.7
van_de_sande_prophet_lstm,5,42,2020-06-01,180,4320,60664,4320,985.63,699.53,6.02,0.983,0.0582,0.082,0.8353,4320,8783,29.16,0.01,24,127.5
van_de_sande_prophet_lstm,6,42,2021-07-01,180,4320,70167,4320,1287.56,1118.02,8.92,1.5743,0.0918,0.1058,0.878,4320,8759,31.57,0.01,24,131.6
van_de_sande_prophet_lstm,7,42,2022-08-01,180,4320,79670,4320,1419.02,1064.81,9.24,1.431,0.0905,0.1206,0.7262,4320,8759,35.7,0.01,24,189.4
van_de_sande_prophet_lstm,8,42,2023-09-01,180,4320,89165,4320,1918.35,1637.7,11.5,1.853,0.1196,0.1401,0.8521,4320,8759,61.47,0.01,24,223.4
van_de_sande_prophet_lstm,9,42,2024-10-01,180,4320,98644,4320,825.16,647.68,4.51,0.8557,0.0457,0.0582,0.9296,4320,8783,64.66,0.01,24,205.4
