model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,42,2015-01-01,120,2880,14660,2880,869.81,687.12,5.17,0.964,0.0517,0.0654,0.9329,2880,8758,21.55,0.01,23,34.4
van_de_sande_prophet_lstm,1,42,2016-02-01,120,2880,24162,2880,872.59,634.42,5.13,0.8739,0.0498,0.0685,0.9114,2880,8758,11.39,0.01,24,34.6
van_de_sande_prophet_lstm,2,42,2017-03-01,120,2880,33616,2880,1068.1,830.85,6.39,1.0186,0.0655,0.0841,0.8766,2880,8760,13.86,0.01,24,53.0
van_de_sande_prophet_lstm,3,42,2018-04-01,120,2880,43120,2880,1046.36,718.62,5.48,0.8782,0.0565,0.0823,0.8095,2880,8760,29.01,0.01,24,78.8
van_de_sande_prophet_lstm,4,42,2019-05-01,120,2880,52600,2880,1190.07,972.06,8.22,1.3016,0.0799,0.0979,0.8495,2880,8760,33.99,0.01,24,103.0
van_de_sande_prophet_lstm,5,42,2020-06-01,120,2880,62104,2880,1110.97,799.91,7.12,1.078,0.0688,0.0956,0.7054,2880,8783,27.3,0.01,24,116.5
van_de_sande_prophet_lstm,6,42,2021-07-01,120,2880,71607,2880,1378.15,1206.08,10.13,1.6872,0.104,0.1188,0.7337,2880,8759,29.33,0.01,24,142.7
van_de_sande_prophet_lstm,7,42,2022-08-01,120,2880,81110,2880,1389.51,974.61,9.86,1.2431,0.0872,0.1244,0.7144,2880,8759,33.37,0.01,24,223.2
van_de_sande_prophet_lstm,8,42,2023-09-01,120,2880,90607,2880,2816.15,2447.7,17.47,2.6055,0.183,0.2106,0.7215,2880,8759,39.67,0.0,24,173.6
van_de_sande_prophet_lstm,9,42,2024-10-01,120,2880,100084,2880,895.23,711.27,4.83,0.9592,0.0498,0.0626,0.9308,2880,8783,40.7,0.01,24,195.4
