model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,123,2015-01-01,180,4320,13220,4320,1221.03,975.85,7.7,1.3325,0.0754,0.0944,0.863,4320,8758,8.87,0.01,23,18.5
van_de_sande_prophet_lstm,1,123,2016-02-01,180,4320,22722,4320,840.06,688.87,5.46,0.951,0.0542,0.0661,0.9295,4320,8758,10.91,0.01,24,31.7
van_de_sande_prophet_lstm,2,123,2017-03-01,180,4320,32176,4320,786.35,572.42,4.52,0.7316,0.0456,0.0626,0.8995,4320,8760,14.45,0.01,24,44.4
van_de_sande_prophet_lstm,3,123,2018-04-01,180,4320,41680,4320,1043.09,784.52,5.97,0.9951,0.0619,0.0823,0.8461,4320,8760,27.19,0.01,24,99.7
van_de_sande_prophet_lstm,4,123,2019-05-01,180,4320,51160,4320,1067.63,847.89,7.09,1.1386,0.0686,0.0864,0.8732,4320,8760,24.18,0.01,24,116.3
van_de_sande_prophet_lstm,5,123,2020-06-01,180,4320,60664,4320,1088.44,784.78,6.77,1.1028,0.0653,0.0905,0.8374,4320,8783,30.64,0.01,24,129.2
van_de_sande_prophet_lstm,6,123,2021-07-01,180,4320,70167,4320,1512.85,1307.97,10.3,1.8418,0.1074,0.1243,0.8666,4320,8759,33.44,0.01,24,133.0
van_de_sande_prophet_lstm,7,123,2022-08-01,180,4320,79670,4320,1365.88,994.72,9.23,1.3368,0.0845,0.1161,0.7866,4320,8759,47.04,0.01,24,198.8
van_de_sande_prophet_lstm,8,123,2023-09-01,180,4320,89165,4320,4042.63,3552.91,24.81,4.0199,0.2596,0.2953,0.4431,4320,8759,37.1,0.01,24,195.6
van_de_sande_prophet_lstm,9,123,2024-10-01,180,4320,98644,4320,1013.7,806.89,5.49,1.0661,0.0569,0.0715,0.9211,4320,8783,110.54,0.01,24,251.6
