model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,42,2015-01-01,60,1440,16100,1440,3987.58,3240.7,24.81,4.4297,0.233,0.2867,0.31,1440,8758,157.66,0.57,18,158.9
ashtar_seq2seq,1,42,2016-02-01,60,1440,25602,1440,4086.3,3478.2,25.98,4.8374,0.2593,0.3046,0.6828,1440,8758,266.45,0.46,19,267.8
ashtar_seq2seq,3,42,2018-04-01,60,1440,44560,1440,2665.35,2022.79,16.18,2.5227,0.1586,0.209,0.4627,1440,8760,159.49,0.32,19,161.2
ashtar_seq2seq,4,42,2019-05-01,60,1440,54040,1440,1110.69,831.7,7.08,1.0599,0.0687,0.0918,0.7152,1440,8760,287.55,0.32,19,289.5
ashtar_seq2seq,5,42,2020-06-01,60,1440,63544,1440,1666.43,1359.05,12.07,1.8515,0.1195,0.1465,0.3875,1440,8783,368.64,0.32,19,370.9
ashtar_seq2seq,6,42,2021-07-01,60,1440,73047,1440,1532.77,1194.0,11.45,1.7941,0.1066,0.1368,0.4713,1440,8759,260.49,0.32,19,263.0
ashtar_seq2seq,7,42,2022-08-01,60,1440,82550,1440,1564.94,1281.45,12.38,1.6333,0.119,0.1454,0.3783,1440,8759,447.58,0.31,19,450.2
ashtar_seq2seq,8,42,2023-09-01,60,1440,92047,1440,1479.72,1167.33,9.17,1.3594,0.0916,0.1162,0.6438,1440,8759,699.25,0.32,19,702.2
ashtar_seq2seq,9,42,2024-10-01,60,1440,101524,1440,2334.56,1894.57,13.22,2.731,0.1378,0.1698,0.5296,1440,8783,581.56,0.32,19,584.9
ashtar_seq2seq,10,42,2025-11-01,60,1440,111042,1440,2998.96,2696.73,17.61,3.4706,0.1816,0.202,0.7554,1440,8760,409.71,0.32,19,413.3
ashtar_seq2seq,2,42,2017-03-01,60,1440,35056,1440,14896.58,13955.03,111.57,17.6391,1.0995,1.1737,0.2397,1440,8760,496.74,0.43,19,498.3
