model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,7,2015-01-01,120,2880,14660,2880,4496.52,3618.77,28.0,5.0772,0.2721,0.3382,0.2997,2880,8758,354.56,1.17,18,356.6
ashtar_seq2seq,1,7,2016-02-01,120,2880,24162,2880,2528.51,2051.51,16.97,2.826,0.1609,0.1983,0.2726,2880,8758,261.67,0.71,19,263.2
ashtar_seq2seq,2,7,2017-03-01,120,2880,33616,2880,11102.29,10581.51,87.33,12.9733,0.8336,0.8747,-0.1017,2880,8760,167.14,0.62,19,168.9
ashtar_seq2seq,3,7,2018-04-01,120,2880,43120,2880,3088.01,2501.44,19.6,3.057,0.1967,0.2428,0.398,2880,8760,180.27,0.63,19,182.2
ashtar_seq2seq,4,7,2019-05-01,120,2880,52600,2880,2045.04,1637.6,14.4,2.1928,0.1347,0.1682,0.297,2880,8760,558.86,0.63,19,561.1
ashtar_seq2seq,5,7,2020-06-01,120,2880,62104,2880,1308.67,986.4,8.78,1.3293,0.0849,0.1126,0.4118,2880,8783,453.2,0.64,19,455.7
ashtar_seq2seq,6,7,2021-07-01,120,2880,71607,2880,2227.54,1817.79,16.24,2.5429,0.1567,0.1921,0.0362,2880,8759,261.02,0.62,19,263.7
ashtar_seq2seq,7,7,2022-08-01,120,2880,81110,2880,2599.31,1997.02,19.08,2.5472,0.1787,0.2326,0.2403,2880,8759,379.22,0.63,19,382.2
ashtar_seq2seq,8,7,2023-09-01,120,2880,90607,2880,2307.57,1826.81,13.12,1.9446,0.1366,0.1725,0.5672,2880,8759,403.62,0.62,19,406.8
ashtar_seq2seq,9,7,2024-10-01,120,2880,100084,2880,2819.65,2285.0,15.25,3.0814,0.1599,0.1973,0.5976,2880,8783,756.49,0.64,19,759.9
