model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,42,2015-01-01,180,4320,13220,4320,5088.87,4189.79,35.22,5.7211,0.3239,0.3934,-0.3752,4320,8758,154.74,1.21,18,156.7
ashtar_seq2seq,1,42,2016-02-01,180,4320,22722,4320,2332.95,1975.17,15.35,2.7269,0.1554,0.1836,0.2938,4320,8758,130.78,0.92,19,132.5
ashtar_seq2seq,2,42,2017-03-01,180,4320,32176,4320,2387.99,1968.95,16.49,2.5164,0.1568,0.1902,0.1477,4320,8760,308.59,0.91,19,310.6
ashtar_seq2seq,3,42,2018-04-01,180,4320,41680,4320,1740.13,1347.32,10.6,1.7089,0.1063,0.1373,0.4849,4320,8760,512.65,0.9,19,514.8
ashtar_seq2seq,4,42,2019-05-01,180,4320,51160,4320,2088.87,1670.64,14.51,2.2435,0.1353,0.1691,0.1799,4320,8760,191.02,0.9,19,193.5
ashtar_seq2seq,5,42,2020-06-01,180,4320,60664,4320,2315.84,1898.2,16.25,2.6673,0.1579,0.1926,0.0973,4320,8783,586.96,0.89,19,589.6
ashtar_seq2seq,6,42,2021-07-01,180,4320,70167,4320,2243.19,1738.07,15.12,2.4474,0.1428,0.1843,0.3019,4320,8759,568.08,0.91,19,571.1
ashtar_seq2seq,7,42,2022-08-01,180,4320,79670,4320,2175.59,1627.59,14.97,2.1873,0.1383,0.1849,0.3818,4320,8759,433.16,0.9,19,436.3
ashtar_seq2seq,8,42,2023-09-01,180,4320,89165,4320,2267.07,1717.49,11.87,1.9433,0.1255,0.1656,0.6391,4320,8759,644.4,0.92,19,647.9
ashtar_seq2seq,9,42,2024-10-01,180,4320,98644,4320,1535.8,1249.77,8.68,1.6512,0.0882,0.1083,0.7571,4320,8783,453.22,0.91,19,456.9
