model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,42,2015-01-01,60,1440,16100,1440,928.36,738.09,5.3,1.0089,0.0531,0.0667,0.9181,1440,8758,9.83,0.01,23,25.0
van_de_sande_prophet_lstm,1,42,2016-02-01,60,1440,25602,1440,791.67,597.72,4.61,0.8313,0.0446,0.059,0.9369,1440,8758,12.44,0.0,24,40.2
van_de_sande_prophet_lstm,2,42,2017-03-01,60,1440,35056,1440,692.57,522.48,4.13,0.6604,0.0412,0.0546,0.9287,1440,8760,16.92,0.0,24,57.8
van_de_sande_prophet_lstm,3,42,2018-04-01,60,1440,44560,1440,1212.31,834.98,6.35,1.0413,0.0655,0.0951,0.7285,1440,8760,26.64,0.0,24,96.9
van_de_sande_prophet_lstm,4,42,2019-05-01,60,1440,54040,1440,1408.0,1161.23,9.91,1.4799,0.096,0.1164,0.84,1440,8760,24.29,0.0,24,117.5
van_de_sande_prophet_lstm,5,42,2020-06-01,60,1440,63544,1440,1140.02,818.56,7.5,1.1152,0.0719,0.1002,0.7563,1440,8783,32.41,0.0,24,111.1
van_de_sande_prophet_lstm,6,42,2021-07-01,60,1440,73047,1440,1116.98,953.54,8.31,1.4328,0.0851,0.0997,0.7272,1440,8759,30.6,0.0,24,182.2
van_de_sande_prophet_lstm,7,42,2022-08-01,60,1440,82550,1440,1325.74,939.59,9.9,1.1976,0.0873,0.1232,0.6123,1440,8759,34.42,0.0,24,151.0
van_de_sande_prophet_lstm,8,42,2023-09-01,60,1440,92047,1440,2654.53,2276.37,17.09,2.651,0.1787,0.2084,0.5735,1440,8759,40.92,0.0,24,214.4
van_de_sande_prophet_lstm,9,42,2024-10-01,60,1440,101524,1440,956.41,741.48,5.1,1.0688,0.0539,0.0695,0.9396,1440,8783,57.89,0.0,24,206.4
van_de_sande_prophet_lstm,10,42,2025-11-01,60,1440,111042,1440,1042.41,848.03,5.7,1.0914,0.0571,0.0702,0.9209,1440,8760,59.42,0.0,24,310.2
