model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
van_de_sande_prophet_lstm,0,7,2015-01-01,180,4320,13220,4320,1195.3,957.22,7.53,1.3071,0.074,0.0924,0.9049,4320,8758,7.94,0.01,23,17.2
van_de_sande_prophet_lstm,1,7,2016-02-01,180,4320,22722,4320,946.06,806.87,6.39,1.114,0.0635,0.0745,0.9384,4320,8758,13.2,0.01,24,33.8
van_de_sande_prophet_lstm,2,7,2017-03-01,180,4320,32176,4320,1075.23,861.18,6.76,1.1006,0.0686,0.0856,0.8927,4320,8760,15.83,0.01,24,45.7
van_de_sande_prophet_lstm,3,7,2018-04-01,180,4320,41680,4320,977.41,705.04,5.45,0.8943,0.0556,0.0771,0.8327,4320,8760,20.2,0.01,24,93.0
van_de_sande_prophet_lstm,4,7,2019-05-01,180,4320,51160,4320,1077.48,869.54,7.35,1.1677,0.0704,0.0872,0.8733,4320,8760,23.66,0.01,24,116.6
van_de_sande_prophet_lstm,5,7,2020-06-01,180,4320,60664,4320,1040.42,737.7,6.36,1.0366,0.0614,0.0865,0.8327,4320,8783,36.75,0.01,24,135.3
van_de_sande_prophet_lstm,6,7,2021-07-01,180,4320,70167,4320,1429.23,1253.04,9.95,1.7644,0.1029,0.1174,0.8722,4320,8759,31.9,0.01,24,130.7
van_de_sande_prophet_lstm,7,7,2022-08-01,180,4320,79670,4320,1623.31,1258.49,10.53,1.6912,0.1069,0.1379,0.6929,4320,8759,36.46,0.01,24,190.0
van_de_sande_prophet_lstm,8,7,2023-09-01,180,4320,89165,4320,1948.7,1652.55,11.59,1.8698,0.1207,0.1424,0.8429,4320,8759,53.72,0.01,24,214.2
van_de_sande_prophet_lstm,9,7,2024-10-01,180,4320,98644,4320,901.77,699.7,4.86,0.9245,0.0494,0.0636,0.9135,4320,8783,57.09,0.01,24,198.2
