model,fold,seed,cutoff,horizon_days,horizon_hours,n_train,n_test,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,n_val,train_time_s,infer_time_s,n_features,elapsed_s
ashtar_seq2seq,0,123,2015-01-01,60,1440,16100,1440,14212.56,13375.0,96.14,18.2822,0.9615,1.0217,-0.0129,1440,8758,227.8,0.33,18,228.7
ashtar_seq2seq,1,123,2016-02-01,60,1440,25602,1440,2270.27,1923.76,13.93,2.6755,0.1434,0.1693,0.6666,1440,8758,157.77,0.33,19,159.0
ashtar_seq2seq,2,123,2017-03-01,60,1440,35056,1440,2836.96,2081.26,16.51,2.6307,0.164,0.2235,0.5086,1440,8760,196.28,0.32,19,197.7
ashtar_seq2seq,3,123,2018-04-01,60,1440,44560,1440,4820.55,4221.59,34.97,5.265,0.331,0.378,0.0668,1440,8760,340.18,0.32,19,341.9
ashtar_seq2seq,4,123,2019-05-01,60,1440,54040,1440,2696.23,2008.77,17.04,2.56,0.166,0.2228,0.1684,1440,8760,562.72,0.32,19,564.6
ashtar_seq2seq,5,123,2020-06-01,60,1440,63544,1440,1433.02,1138.15,10.39,1.5505,0.1,0.126,0.5165,1440,8783,603.27,0.32,19,605.5
ashtar_seq2seq,6,123,2021-07-01,60,1440,73047,1440,2963.22,2411.27,22.9,3.6231,0.2152,0.2645,0.0446,1440,8759,482.87,0.32,19,485.5
ashtar_seq2seq,7,123,2022-08-01,60,1440,82550,1440,1284.11,1017.46,10.22,1.2968,0.0945,0.1193,0.6273,1440,8759,478.56,0.32,19,481.2
ashtar_seq2seq,8,123,2023-09-01,60,1440,92047,1440,2258.79,1764.59,13.31,2.055,0.1385,0.1773,0.4057,1440,8759,395.91,0.32,19,398.8
ashtar_seq2seq,9,123,2024-10-01,60,1440,101524,1440,2754.29,2146.73,14.72,3.0944,0.1561,0.2003,0.4173,1440,8783,227.71,0.31,19,230.9
ashtar_seq2seq,10,123,2025-11-01,60,1440,111042,1440,2030.84,1578.93,10.68,2.032,0.1063,0.1368,0.5103,1440,8760,603.69,0.32,19,607.1
